sentence1;sentence2;similarity_score
T ' es p ire qu ' une me uf.;je veux le partir au roadtripe plus aux cars usa!';2.274385690689087
Mh, me dit pas ca...!!!,,,;Nan sa f ait 8 ans ma is pen dant 3 ans ce tait 45 min par sema ine;3.8793716430664062
C'est l harmonie Frangin chez vs Mtn . Bref.;Ok, tr es bien! ca va, je finis... A tout a  l'heure, gros bisous,,,;2.2595858573913574
Oui oui desole on etait occupe ... pas de soucis. Ca va rien de grave ?,,,;Je t ai pas avant longtemps . Je fait un effort et regarde le film Je m explose un peu plus l oeil c'est tout . Je t attendrai enfin tme dira 22h30 ou 21h40 . Sois content voyons vous mange EN FAMILLE dans un resto que vous aimez pas  Je t'aime,,,;3.093987226486206
Si les flics LOL,,,;Je suis couche depuis ce matin !Je suis trop mal ,exclusivement je serai chez toi ce soir ... Pouretrenner tes assiettes ... MdrrrBisous;3.837544441223145
Haha c'est ps est sur! il laid;Nope! Je rentre demain;2.100093364715576
*et apr es je me demande pourquoi montpellier me sort par les yeux... Merci de me le rappeler le cas soc'*,,,;Et ben jme suis deja deguise en meuf   je le ferai bien pour deconner c  ,,,;2.099459409713745
Non, pck j'ai ligne directe moii... Meme si je flippe de me retrouver avec le meme mec que l'autre foisss!! ;On part euuuuh vers 11h30... Histoire qu'euuuh elles soient encore bloquees,,,;1.7489793300628662
T serieuse la ?;ca va ma poutre?,,,;2.813016653060913
T'as pas compris ce que j'ai fait ou le controle ? ;"ca va c t Dac ""fastoche""";2.5028674602508545
Aaaah nul lol Y'a du Osef monde encore ?;He ben pour l'instant Y'a personne ! ! Loool ;1.9843344688415527
C'est un smiley  le 1 point ca sera sur la moyenne et je crois c'est la 2eme meilleur note y aAnon a 14 et apr es ce serai moi ( pck j'ai rien entendu entre 2) et y a plein de 8 et de 9,,,;Tu voi je le save ;2.560605764389038
Comment tu sais qu'elle ment? Par contre je comprend pas comment elle a pu faire le virement sans mon rib..,,,;ke pareil pris le l'aimant moi MDR a pr copieur! il;2.1187446117401123
Non jsuis bien assis laet yaAnon ;Owiii ;2.794684648513794
Des f ois j comprend ps c est chel ou!;Ben si je la connais pas la connasse tu peux m'en si tu veux, sans donner de noms, parfois ca defoule ca calme..et pourAnon, je le savais... Comment veux-tu fasse du mal a quiconque de son plein Improbable !;2.1104116439819336
Nan ps sans toi  ca va ps ou quoi ?!;Et dc qu'est-ce qu'il a?,,,;1.9893345832824707
Mais bien suret moi je suis marechal de France mdr  !???;Probl eme de zapette?? On vou voi tjs pas...,,,;1.7662303447723389
Mais elle sest ps fait pirater c'est juste qu'elle a fait la belle chez ps se lui a pris mais elle vient ps me parler !;Oui super  a  tte!,,,;2.25105881690979
J'ai la preuve qu'un cours peut aatre interessant et chiant a  la fois.,,,;Jui avcAnon Anon  mn bo goss,,,;2.3571584224700928
Yep! Tchek moi qd sors du taff histoire que je sache qd je peux dÃƒÆ’Ã‚Â©bouler chez toi.;Oui!  !!;2.527750253677368
La ceremonie officielle aura lieu un samedi de juin 2011, tu trouveras la date sur le site de l'upmc. La  je suis en route pour Nantes. Biz,,,;Mdr mais trop ap jsuis avec quelqu'un ! Elle crois ca elle??,,,;2.7765634059906006
Anonet Anon Mon phone ne recevait les messages;Non rien pendant 1h Meme plus Je suis Tte seule donc voila  Je t'aime ;2.8842577934265137
Mon cours va commencer mais la prof semble avoir du retard. T sur montpellier?? Tu as bcp d'attente??,,,;Oui je m eclate corse est juste magnifique jsuis avc ma meilleure amie tt va bien! On plonge on bronze on bouffe haha tt parfait!;2.431928396224976
cable trop mettre court je voulais frigo nettoyÃƒÆ’Ã‚Â© ms micro G le le le le est sur ondes;Mdr ca devrait aller ma cafeti ere a  deconne et m as envoye le cafe en pleine face. J pensais pas qu un cafe pouvait autant reveiller,,,;2.035600185394287
ce dans qui m les soule c travers est est de me ps etre venu pas en se eco du pk le plombier met 4 jours!';Ma parole javoue !!! Lol!!! Ptdr!!,,,;1.9964799880981443
qd t en train decrir c trop Dsl cool;gars Ca y est le truc d'sms commence mdr mon gava;2.279583692550659
Je m'occupe fletan noir pain;Lool je pense pas que tu le trouveras par terre mdrr,,,;2.2606916427612305
Et tu sais quand tu rentres ici? que moi je prends le train vendredi pour Paris a 18h ;ouh super fun;2.605674743652344
AnonAnon Anon: Je vais au tennis,,,;Bisous  et non pas fonsdee,,,;2.498854398727417
Mouai, ms ca sera les premiers jours de la foire ET le week-end alors... On verra! ,,,;J'en suis a 1 mn30, il me faudrait 30 pers. MDR va falloir y aller fort laAnon,,,;2.5349411964416504
Nn moi c le 15 janvier aujourd'hui cest La saint therese ;Demain on a 1 heure tkt onessaiera ;2.4486095905303955
Ro.. Ici c'est re re re l'inondation mdr,,,;Kel blÃƒÆ’Ã‚Â© heure ?;2.931226253509521
On se mangera mon foie gras et ma confiture de figue, t'en penses quoi ?,,,;il mourir de FrÃƒÆ’Ã‚Â©rot gelÃƒÆ’Ã‚Â©. jÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢vais dehors caille ouf;3.854247570037842
Tu aura de l'attente cette aprem?? Bisous,,,;J suis en vac a ussi!!;2.729551315307617
Et tu m'as jamais invitÃƒÆ’Ã‚Â© un jour prÃƒÆ’Ã‚Â©cis dc jappelle ps une invitation.;Mdr comme un vieux couple De gay ;2.3958959579467773
Jy vais demain aurore merci du conseil c sympa;Dommage tu puisses pas venir a plage il fait bonet leauest chaude.;1.9607454538345337
Coocoo  je voolais te repondre hier soir mais je me suisendormienecrivant ton message donc du coop j'ai pas mis mon reveilet je me suis pas leve poor alleren coors ce matin.. Mais la je suis dans le bus poor y aller  et je recommence mon message du debut  sinon poorquoi tu troove que c'est mieux poor lui qu'ont s.affiche pasensemble ? Je m'en doote que ca doitetre duret toot avec le regard des gens.... Mais moi J'aimerai bien..et pas faire juste comme si ontest de simple potes ! Mdr' c'est chiant.. Mais meme si J'en aienvie je le ferai pas, parce que si jamais je croise quelqu'un de ma famille...et lui aussi c'est pareil..enfin bref toot sa poor dire que c'est quand meme chiant de se cacher  et non tu m'avais pas dit que tu dormais chez lui samedi  c'est cool et poorquoi tuespere qu'il vas rien tenter ? Tu troove que c'est trop tot ? Ou T'en a  pasenvie ?enfin je sais pas..  sinon non ont a  pasencore coocherensemble avec Anon.... Mais J'aimerais bien moi   mais il a  pas le droit de dormir chez des amis quand ontesten periode scolaireet il veut pas que je vienne dormir chez lui quand Ya sa mere parce qu'il a  peur qu'elle capte quelque chose --'et a  chaque fois que sa mere a  pasete la jusque maintenant bahh moi j'ai pas pu parce qu'il le sait que au dernier momenten generalet je suis soit ailleurs oa1 a  faire quelque chose d'autres... Bref c'est chiant aussi sa   mais le 17 je me sooviens plus mais je crois qu'il ma dit que sa mereetait pas la donc je dormirai chez luienfin ! bref moi aussi J'aurais aime qu'on se parle avant.. Bon je vaisen coors la.. Bisooset bonne joornee a  toi  a  bientot et Tkt c'est pas grave si tu avais pas repondu   mais j'etaisen train d'efface des messageset j'ai vu un des tiens alors j'ai fait un petit rappel a  l'ordre  mais repond quand tu veut Tkt pas besoin de t'excuser   bisoos, prend soin de toi ;Ah bah voila ! La tomate est un des aliments contenant le plus de vitanimes C, voila  pourquoi tu cries tout le temps!,,,;2.180748224258423
Ben sur la photo oui lol mais en vrai y font pas peur, c'est bizarre lol mister de halloween on dira,,,;Ah ok;2.6903061866760254
Et dis ...tu as des news des experts ?,,,;Ohla jveu pa savoir ca! moi jretien pti joueurAnon xdsl;2.366227388381958
Ah ouais merde  merde du coup je m'auto-donneenvie de tapas aussi ;T la  ds cbien de tps?,,,;1.9204784631729128
Meufenfait je mange avec toi a 12h30 ok ? ;A boire ;2.3330676555633545
se rejoindre Oki prra Eloi on stv a St;Au fait vs ÃƒÆ’Ã‚Âªtes hier ct bien ?;2.45987868309021
Non gars en plus j ai une tete de ouf non bb;Mdrrr jte jur jei envi d'oubliei me detendr mm si cei ke pr ce soir,,,;3.877618312835693
Tu fa is koi cet a prem? ??;Ouais lÃƒÆ’Ã‚Â  fric franchement c'est relou.;2.068164825439453
Tr es tr es flippant !!!,,,;Ok ok aurait ÃƒÆ’Ã‚Â©tÃƒÆ’Ã‚Â© fait kan ?;2.8574295043945312
A si ok j'ai compris lol,,,;Bah il faut,) ;2.770873785018921
Lundi mwa jsui du tkt soir.;D tout facon il est oblige d l fer pour pouvoir la vendre sinon il p pa et s'il est pa fai il per la vente alor c pa dan son interaat bisous,,,;2.047344446182251
bahh oovres ta fenetre ;dsl par sms c ' est pl us dur de reconn aitre;3.842602014541626
Ouais lÃƒÆ’Ã‚Â  fric franchement c'est relou.;Ahh putain la chance !   mais bon si tu viens a 9h c'est dla merde ;2.314279794692993
Mdrrrrrr. Bah oui;Rien et twa,,,;3.126655340194702
Et peutetre que j'aurai le fil de discussion pour te faire chier aenvoyer plein de messages lol;ÃƒÆ’Ã¢â‚¬Â¡a t es pepere !!!;2.1774847507476807
J'etais trop Oui! deg!;les dans le kiosque ta ecole des beaux magazines c Ã¢â‚¬Â² ca??';1.987911343574524
Tu m'etonne! Tu sais que je me tate a  rester ici l'annee prochaine !,,,;Alors, 19h30(TGV), 19h43, 19h58(TEOZ), 20h07et 20h20(TGV). Voilou Voilou. A ce soir Mon amoureux a  moi, grrrr je t'aime ;3.8833186626434326
Tu boudes ??,,,;Justement je t ai dis c'est pas sur psk ma mere nous a  propose un cine  . Putin jte direencore non ca m saoule la  quoi! Je t'aime ;3.884479761123657
Non j'avais l'intention de l'ecouter mais ca m'est sorti de la tete ..,,,;Ok pr moi ni ckel;3.1951651573181152
Je suis jamais sorti officiellement avec et on est rester ami!!,,,;C p eut ÃƒÆ’Ã‚Âªtre ju ste une entorse;2.92685866355896
de bien si moi trÃƒÆ’Ã‚Â¨s 2 ans et t'as . retenu depuis beh ca;Janvier ca le fait aussi  tout le monde sera repose au top pour faire grosse fiesta ! ;2.07393217086792
a  pas cours ! j'ai aquagym demain soir c'est tout,,,;Ahahaha bien f ait mau vais ÃƒÆ’Ã‚Â©lÃƒÆ’Ã‚Â¨ve!;2.3150007724761963
TROPeNORME T'ES TROP CONNUE de notre temps !;"Oui il a dit ca sauf qu'au debut il ma dit que gt mignonne, et apr es avoir dit que g un gros ventre il ma ""pouic"" avec son doigt ds mon ventre dc je pense que ct une tentative d'approche... Bref je pref ere encore ca que ""donne 10e si tu donne pas ton cul""!,,,";2.1336381435394287
on IDK rentre au Vigan..ms un week-end on a q ÃƒÆ’Ã‚Â  s faire une soirÃƒÆ’Ã‚Â©e ÃƒÆ’Ã‚Â  mntpl ts ensemble;J'suis vraiment pas de bonne humeur la . Le papier de l'assurance ilest impossible a remplir ''categorie contractuelle'' du bien, qu'est c'que j'en sais. On m'a appele au tel pr une pub,et raccroche au nez quand j'ai repondu ''je suisetudiante'' je merite meme pas de ''ah, alors ca vous concerne pas, au revoir'', j'ai paseu le tps de aidez mettre sur liste rougeet apparemment maintenant c'est TROP TARD, faut que j'achete un DDexterne mais ils sont limiteencore plus cher sur internet qu'en ville parce qu'y a plus de promos.. Faut qu'je paye mon loyer aujourd'hui, mais la caf m'a rien verseevidemment.. Bref !;3.889347791671753
Et le concert alors?  ;Pfoua j'ai fait un orgigami de tous les diables ! Ilest immoderement BG;2.3541762828826904
Wai jei vu ke tu dormei pa lol moi jei dormi a 21het jme sui reveillei a 2h tsa lala tsei ;ar alors og alors....';2.788421154022217
Si  . Je t'aime,,,;Jregar la teLei  !???;2.799479722976685
Ok pa de pblm ma belle Oklm !;ct fermer dc escaladÃƒÆ’Ã‚Â©;2.053079128265381
Je les aient lu mdr ;Co ucou m ' man!;2.7637956142425537
Jrentre mdr en aout faut qu on svoit?? Ta trouver pr septembre?;Et pk tu l'a perdu de vu comm sa ? C'est marrant frangine mais t'est en kiff sur qqn et c'est tjrssans resultat a chaque fois !;1.83513343334198
Oh ?! Bravo !! ;Oui pas de souci tkt  ,,,;2.9018819332122803
Mdr ah ta ps de cha nce hÃƒÆ’Ã‚Â© hÃƒÆ’Ã‚Â©;Hmmmm un livre marrant ?  C'est chaud a trouver ! ;1.6880412101745603
Tu m oublies pas de vis ds 15min!;sa ps ail mal oui fais;2.442582845687866
Lol mais oui bien sur,,,;Tsss ca dÃƒÆ’Ã‚Â©pend de leur age blÃƒÆ’Ã‚Â© ';2.774613857269287
ca va  et toi?,,,;recoi c tu ahhhhhhh i ps que message Enfait;3.875436305999756
"""Ca me derangerais pas"" ,,,";"""ne bah ouai ou et toi ta ps le trouve et de mec nos ou je t ' amour est ps moi en le kiff sur qqn?""";2.786799907684326
Trop belle ca te vas super bien !! Tenes contente ?;Tu me dis quand tu peuxet moi j'organise ... Te fais des bisous tendre mon coeur ... ;1.7551685571670532
C paAnon qi a une bestiole .? Ca c bien passer la journee?;Ce week j suis a bristol tete de noeud,,,;1.653301477432251
Je sais pas j'avais limpressionensemble a l'heure quand on c'est vuenensemble cas merci pour les sacs;! Faut deconner un peu ! prend la vie cote coca cola !;2.0467958450317383
Maaa t'es pourri!C'etait bonen sauf que j'en ai fait pour 6.J'ai un pb avec les proportions.Et faut que je me a la cuisine j'ai plus d'homme pour faire a boufferet tu veux pas venir vivre chez moi!;demander ÃƒÆ’Ã‚Â§a ÃƒÆ’Ã‚Â©tais me sÃƒÆ’Ã‚Â»re tallais J'en ke;2.1753575801849365
nana ne me gene ps non.;La classe attend,,,;2.701420545578003
Nan gars nan tu me le dit ! Sinon sa va ps;Desole, j'etais occupe.   Je mange. ;1.992485761642456
Tu vien ce soir ?,,,;Tu ve ke jte le redise encore une fois ?,,,;2.539703607559204
je suis pttr bizarre mais ya des choses que je lol prÃƒÆ’Ã‚Â©fÃƒÆ’Ã‚Â¨re dire ÃƒÆ’Ã‚Â  qqn qui me connait ps qu'ÃƒÆ’Ã‚Â  qqn qui me connait trop bien..;Je sais pas tu prend la voiture ? OuAnon vient ? ?,,,;2.457906723022461
je bizarre me trop qqn prÃƒÆ’Ã‚Â©fÃƒÆ’Ã‚Â¨re mais dire je pttr que connait des ya ps qui suis qui qqn bien.. connait me qu'ÃƒÆ’Ã‚Â  ÃƒÆ’Ã‚Â  choses;Il arrive oa1 ton bus, que je t'y attende vers 18h ?,,,;2.1672139167785645
En tt cas vu cmt l apart ÃƒÆ’Ã‚Â©tÃƒÆ’Ã‚Â© nikel vs Thune revenez kan vs voulÃƒÆ’Ã‚Â© .;J'suis pas montee, il s'arretera pas chez toien fait ;2.1607601642608643
De ta classe ?,,,;Plus que 2h alors,,,;2.8663666248321533
va comme suppose tu je parler pouvoir d'hab ps ?;Salut toi  mdr ca te manquait avoue.. ;2.107642650604248
Ah okey ta un cheri ?! Depuis quand ? Jetais maame pas au courant,,,;Ouais ooais, je connais.   Parce que j'ai recemment fait l'acquisition d'un bo... J'adore cette arme ! x) ;2.209142208099365
Salut comment tu va ?,,,;Fo ke t aille la salle des commosion en face de la bu;3.75572657585144
Eeeuh tu fini a quel heure exact ?,,,;quai Ben Ah le est jsuis sur tt le attends moi j c train merde!;2.3615543842315674
Ok  tu rates Anon mdr,,,;"Et bien sur c quand je suis pas d'humeur qu'on se fait bombarder et que g pas le temps de me poser! Bref zen... Dc pr le coup de gueule, c l'eternel ""je m'ach ete un truc a manger pr me faire plaisir et jen profite pas/a peine/pas assez"". Ta fait t kdo alors?  ton cours c bien passe?,,,";3.8957693576812735
D'accord... =/  !!!;ca serait de trop cool qu'on se fasse des petites vacancesensemble quand meme;2.435523748397827
Avec un retard de 10min.. Concretement j ai bien peur qu on ne se voit pas,,,;Et als ?;2.775599241256714
Prendsetape les bensimons fourees c'est celles que je veux stp;fÃƒÆ’Ã‚Â© on et soit ps !! on est plu ... rien sorti deg' tot a;3.881077766418457
Non mais.je.comprend... Moi j'ai passe la matinee a courir.apresAnon... Puis l'aprem j'ai couru partout a la.fac... Bref y'a eu du sport!  loool...,,,;Tel est ta reaction aux aveux que je viens de te faire ?  ... Oui les basket que tu viens d'avoir.,,,;2.5162150859832764
le bon app';Ok Tkt,,,;2.890327453613281
Merci beaucoopAnon c'et super gentils. On a des amis, qui venaient au depart poor l'anniversaire, qui arrivent d'angleterre du coop on va rester aveceuxet on viendra dimanche. Je te remercie vraiment. Onest bienentoore par toote l'eglise, ca fait du bien. Bisoos, a  dimanche. ;tu es installer des tu que qu biensureee FAUT manques!!!!! OUI voit on se il me;2.3971035480499268
Mdr bin si jvoulai kon svoi hier mais kan jai vu ski tombait jme suis dit kcetai pa une bonne idee dte faire prendre la voiture,,,;Ouaaais! Parce que lue3 on adore! Hahaha bne nuit et a demain!,,,;2.21668553352356
Lol mais tkt au pire Thune y a les rattrapagÃƒÆ’Ã‚Â©s;Tu passeras le bjr,,,;2.591085910797119
Je suis dans le tram bleu! Je n'ai pas trop trouve mon bonheur  mais bon! A tout a l'heure! Dans 1heure a peu pres!,,,;et de retour en petit france sur avec Ã¢â‚¬Â¦ une histoire bonne gueule de bois ds la la valise!';2.2976834774017334
Ben dis moi quand tu vas faire du shopping je viens pour sur ! Autant j'vais a odysseum la ! C'est trop bien queAnon ienne ! Il fait quoi ds la vie lui ? Pour vendredi j'dois voir avec mon pote car je l'heberge ! J'irais bien voir le contest hip hop battle of the year ! Pour le cine on peut s'en faire un today meme ;Love,,,;2.335575819015503
arreter de T depuis as Hein ? ps hier soir dormir ?;OhAnon je te hai !!!! ;2.438370943069458
J ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ cr ois qu ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ il l ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ a fa it ex prÃƒÆ’Ã‚Â¨s ce fdp.;Tu me dit quand tu rentre hein ;2.3817358016967773
regarde Moi le temps en je mais delire le ps part tt je;Je suis plus au code, tu me previens quand je peux t'appeler ?,,,;2.13759994506836
peu ÃƒÆ’Ã‚Â©tapes. un ttes sÃƒÆ’Ã‚Â» dc a elle les;Je pensais aller faire les magasin faut je me trouve des chaussures.,,,;2.575650691986084
d'amour Pauvre chou ! Or ! ti;Simon a Bouffe qqes devoirs mais c ps encore le plein rÃƒÆ’Ã‚Â©gime !;2.3751237392425537
TontonAnon a pris des nouvelles photo de amortir portable floues mais jolies lol !!! Tu veras;Oki oki je vais voir ca merci,,,;2.0565338134765625
Tu Jtm me manque a mord;Vousetes gave ?;2.663613796234131
Anon Bwaii vs abitei tt les deu chez djeder ou ...... ;Anon va venir chez moi.elleetait a la villa,elle m'aet vaen Je sais pas Qu'il lui arrive je m'inquiete trop;2.184183359146118
T'as fais de l'aikido ?? Owe mais c'pas vrai, toutes les L que j'connais ont fait du karate ou quelque chose. Meme une feminine mdr ;Non non, mais bon j'aieu tres chaud lol ;2.6280264854431152
Mdrrr... N'empeche que maintenant on a un joueur de belote en moins... Lol... Quoiqu'on a recupererAnon...,,,;T'as regarde les films ?,,,;1.7036046981811523
Alors. Que jlui ai envoyer au moin 5;Eh oh la dedans;2.5267820358276367
alors? toi bon mais Cpg tkt et Oue;Mdr nom jmonaie pas les conquaateet futur mdrrr ;2.2368619441986084
Euh... Ben les politiques du monde entier en fait. a1.a1,,,;principal cest pour dimanche bisous ;2.835983991622925
Ah mer de. .. T ' as un rdv psy pr lui? Quel que cho se le pert urbe ti c oeur;Nan j ai pas bosse .. Rien je suis sur l ordi ;2.5151708126068115
am. Bonne Biz ÃƒÆ’Ã¢â€šÂ¬ priori tjs bon moi. pr Yep.;!!! ps ouille mal ouille j'aime avoir Ouille;2.430715560913086
Oooh britney qui recopie Madonna !;J'en sais rien on en reparle demain! Bonne nuit!,,,;1.8100886344909668
tu Et jour ps un une m'as jappelle invitation. jamais dc prÃƒÆ’Ã‚Â©cis invitÃƒÆ’Ã‚Â© ca;C vrai que c un temps a se mettre une tete chez soi   Et non plus d'oral normalement ds ce cours ,,,;2.666954040527344
Je t'aime ! On arrete Statistiques pression..;Oh tu crois jviens darriver jouvre la porte mon portable vibre;2.2357311248779297
Moi j'y serais pas demain... A 19h. Plus vers 19h30 ca te derange pas? ;CoucouAnon ca va bien? Dis moi c'est toi qui prend ta voiture mercredi ou tu pref ere que ce soit quelqu'un d'autre? On s voit bientot bonne journee,),,;1.576072335243225
Anon n'est pas dispo,du coup je c pas quoi faire,peut etre un cine?,,,;Aaahh  ben quand meme ! Je matais un film, la  c'est fini a  l'instant.. Je sais pas c'que je vais faire.et toi  !!!;2.173359632492065
FINIIIIIIIIIIIIIIIIIIIIII,,,;D'accord! Biiisoux,,,;3.409909009933472
Ah moi je ss sr l'espla.J'arrive. ;c ' est te llement le bor del que ca ps se de tte fac on.;2.0377321243286133
Bahh ooais, y a que les faibles qui se coochent avant 3h  !???;du pr le we du oui des mais ou ps semaine.';2.1894540786743164
Tu Stp fais bcp pr moi;Fada ta du credi wouaaa il va neige ! Ton permis alor? Mdr,,,;3.7123751640319824
Ouai grave chill lol;Slt ki??? ;2.583876371383667
en octobre ok a que pr mtp etiez ? ok Jules venir tjrs dit vs ma c;Oui mais c'est des point gratos mais j'en revient paaaaaaaaas mdrrr je suis trop contente t'imagine meme pas mais en meme temps c'est les maths et la ses spe qui remonte,,,;3.8893117904663086
okey merci des nouvelles !!! Difficile de pas s'inquieter un minimum... j'attends ton coup de fil.;Elle devait te telephoner hier. Normalement on part vers 13h. Je viens avecAnon.et on parten milieu d'aprem dimanche.Anon m'a dit qu'ils pouvaient venir dans la matinee. ;2.085040330886841
jesper kil est arivÃƒÆ’Ã‚Â¨ a se calmer ÃƒÆ’Ã‚Â¨ ke ÃƒÆ’Ã‚Â§a;Oui je suis d'accord, l'autre est moins facilement accessible..! C vrai que ta bien bu l'autre soir en fait, tu t arrete a combien de litres de bi ere finalement?,,,;2.199103593826294
Re oh la ÃƒÆ’Ã‚Â§a craint!!!;Racoooontes;2.5258309841156006
 'j sIiQ une tfp8! ! Ro!' ;Dis moi t'es chez toi ! J'ai un cadeauempoisonne de la part de ta mere (ainsi qu'une questionet un vrai cadeau comestible, aussi);2.4813146591186523
Ptdr t es wsh cinglÃƒÆ’Ã‚Â©;Ouais beh j'ai demandee aAnon (dc assez fiable) et apparemment c'est pas valable pr la section euro dc demain on commencerais a 8h,,,;2.4795095920562744
aussi! serai J'm'en Bonne Biisoux soiree doutee;Ouai mais bon moi sa fais 1 et demi que jle fais j'ai jamais vu baston;3.742742538452149
  non mais oh,,,;Vu que c un vendredi et que habituelement tu bosse le vendredi et que c pas les vacances  je pense que tu bosserap,,,;3.881479978561402
non se ya que que des tres douches que j y ai ce pense tu tkt!!!';sa fait deux ans que c 6 h et avant ct;2.430370092391968
Ã‚Â¡ dc bye bye bye le monde matage de deux dvd lol!';ÃƒÆ’Ã‚Â§a de Oh ma fait d'avoir qd meme fait plaiz' news tes;2.273750066757202
Bien sur que si !  aller bonne soiree,,,;" ""hÃƒÆ’Ã‚Â¨mr wvSnt si tu vwuC. dis moi n&ste a kel he75e t ' arrive"" ";2.92275619506836
Non ms g pas le choix, c a mon nom dc c moi qui serait emmerde par les impots si je paye pas.,,,;cul de un koi avec C merde o noir ? la;2.1733620166778564
 'Tme mWn.e pIeons de bisk*s! !!' ;Te la pete pas non plus j'ai l ordi Je t'aime,,,;2.1333861351013184
Koiexplik mwa ??;Lol oui oui. Pourquoi, le stress juste ou raison particuli ere ? Tu rep etes alors ?,,,;2.1012532711029053
Ouaip Stp tu me connai ptin les pubs de drogue font peur.;Certes, maisencore ?? Lol  !!!!!!!;2.068995475769043
Yep! Tch ek moi qd tu sors du ta ff hi stoire que je sache qd je pe ux d ÃƒÆ’Ã‚Â©bouler ch ez toi.;t chez tw ? ;2.2468223571777344
Pis vendredi soir,Anon mavait propose mais je bossais et le samedi aussi je bossais donc jpouvais pas. Pis y ma dis que cetais pas super quand maame donc bon.,,,;Bah ouai Stp et toi ta ps trouve de mec ou t'est ps en kiff sur qqn ?;2.8010542392730717
C est bon rendez vous rattraper mais a 11h30 avec de l attente bisous a tout a l heure,,,;Ct peutetre pas necessaire de traduire les drapsetant donne queAnon y a dormi 1fois dedans.....;2.206489086151123
yo mec qu ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ est - ce que tu br anles ce so ir?;Mais non je me suis trompee ' quelle cruche ==Anon n'as pas reagi  ?. ?,,,;2.16896390914917
ps polÃƒÆ’Ã‚Â©miquer ca en de parle. tel on G on si sur s'croise envie par;Moi jcomptai commencer a lire le td de socio, relire vite fait la phonoet le td fle, pi reprendre le cm fle pcq parti com ca jmen sortirai pa san toi   ;3.0623841285705566
Je prefere ca !  ,,,;Tu m as lache pour le retour  je peux meme plus te faire chier ;3.868649959564209
Oui je viens ce we ;En fait pluta't a  la gare comm ca j'aurai mon billet et ca me calmera un peu si ca ne re g ene pas .. je suis encore a  st eloi tu as du tps !,,,;3.8855271339416495
Parce que j ai que 20e de bon d achat. Alors tu prends que lessentiel, pas de fromageet de petit dejeune, pas de biere. ;Non, vient pas !,,,;2.3327667713165283
Euh ce soir ca va aatre dur je suis pas chez moi,,,;Bien ta soiree?,,,;2.313251256942749
Non pk ;Bonne fete marraine!!,,,;2.8551275730133057
Demain aprem je travaille pas si tu veux marcher  Anon,,,;Enfin, le fulbright  ;2.6670491695404053
"""c ' etat est les beirut sur chez moi le donc nope.""";Je viens a 20h ! ;2.158095359802246
Ouai mais Re jviendrais te voir en jouer ahah;y a Ã¢â‚¬â„¢ amour a sur une meuf chelou qui m Ã¢â‚¬â„¢ moi a parle rouge dans le tour bus.';3.476325511932373
T pas venu ! ;Elleesten pyjamaelle veut juste que tu vienne travailler a  cote d'elle pour la motiveret faire comme hier ;2.273070335388184
Tkt mdr il aura 20/20 ;es vs Ã‚Â¡ avez nos fini ou ps?';2.5140843391418457
Chaud nan ? ;T un peu bcp loin!!! ;2.760143756866455
Je v Frangin manger au ru donc jtapelle ps desuite.;Je suisen robe sans collants : mon cul c'est un igloo. ;2.2173430919647217
Oue tkt ;Pluto meuf j'dirais...bises,,,;2.7997257709503174
no whesh!';J'ai l'habitude ,,,;3.163373708724976
Si tu la ps c ' ps gr ave;J'me sens meme pas attaquee  tu sais bien qu'j'suis une sorte de..fille bien !Anon ;3.8238677978515625
tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢es putain moche;Jpasse du temps avec eux c cool!,,,;3.011536836624145
auj! Tu vas Juste voir allÃƒÆ’Ã‚Â© quoi?;Kikou ca va? Ahhhhhhhhhh toujours pas de news.... Je stresse plus t'attendre que la reponse.... LOL! Gros bisous!!!!!,,,;2.3404829502105717
Tu sors soir ma puce ?!?Moi je vais a l'austraet apres a' bar ...;on a parler une heure de nos vacances;2.3030266761779785
La philo t'y arrives ? Il est pas trop fou ton prof ? Il est comment ?,,,;Mdr..  ca se saurait.,,,;2.103199243545532
Coucou, j'espere que ton 1er jour s'est bien passe ! Faudra que tu me racontes ;Ou ai moi je f ais jam ais la meme chose apa rt mon pr emier reflex des que je me revei lle;1.5471296310424805
"Jai choper une ""petite pneumonie"" et le doc pensait que j avais l hepatite!! Apparemmet nn jai pas l hepatite dieu merci! Mais jdois rester enferme chez moi fml!!!!!!!,,,";Ca dit quoi tkt ?;2.629268884658813
Oui mais pourquoi !,,,;coucooou grosse toi meme,,,;2.408425092697144
j aimerais j ' ai une id ÃƒÆ’Ã‚Â©e m ais c ' est ps g agnÃƒÆ’Ã‚Â©. ..;"""que oh ta que vu y ce a american que pie 9 tu qui est sors l ' annee prochaine! moi sa gere""";1.9495161771774288
Alors sa gere?,,,;Alors pas trop long le td?? ;2.683528184890747
Ahahaha. T'as le seum ;pr we oui mais ps semaine .;2.470935583114624
